style	pair_id	text1_id	text2_id	text1	text2	intercoder	comparison	intensity1	intensity1_num	intensity2	intensity2_num	comparison_label
Human Narrative	efa77c26cbdf023e1eb9473bd01f4e01	f4f8b769a00d331e3a1648cf32c494a7	1044847f028adc97ed0a3ceeb66fd9e3	I spoke to Foreign Minister Ali on  5 July  to express my condemnation of this senseless act of horror.	Her husband died two years ago, and her father died a week later.	FALSE	-1	NA	NA	5	5	text two more representative of <STYLE>
Human Narrative	f6774dd4caf9b4513e227f76bb59c165	24cfb6f58b2bd37f4fb4bb63b330addc	054ecd8863ef7ff6baaa52cb82b470d9	I appreciate that much has changed since the 1980s and the Falklands conflict, but I was horrified to learn, in response to a written question that I asked the Defence Secretary, that 17 serving soldiers who served either in Iraq or Afghanistan have committed suicide.	I am particularly excited when I go to north Wales and see some of the dynamic things happening in the private sector there, but we believe that this is a recovery for the whole of Wales.	FALSE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Human Narrative	f9071c974e14f6d4b5cd6f72325409da	9ded2ad6eb3bb3889743dd79899ec50c	b77eaef9a2c2b1999b3aec96be804069	I take particular pleasure in the work Lord Thomas has done on this, as a former Lord Chief Justice and a reforming Lord Chief Justice.	Although Conservative Members may not be interested, parents and teachers in Scottish schools are extremely interested.	TRUE	0	4	4	4	4	both similarly representative of <STYLE>
Human Narrative	fee70d61ee756007bb113712b043f24a	196e95ff5f4fe441d0291109626b36b2	085f0fc216da8893d97f83415d308cb5	I also thank our special advisers, Professor Sir Chris Ham, Dr Anna Charles and Professor Pauline Allen.	We already have to deal with possible marine conservation zones, and there has been a general conversation about wind power in the Irish sea.	FALSE	1	NA	NA	1	1	text one more representative of <STYLE>
Negative Emotion	019fb974660061f55827acafc1fd446d	21893995ed711fcfb541fc9b3ba851d1	4a99ccc6ea888f0944445d7a8bdc1910	It will give councils the authority to make plans now for local celebrations, providing for street parties, carnivals and special events to take place without the tiresome bureaucracy that can so often get in the way.	Victims are embarrassed when they find out that they have lost all the money.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Negative Emotion	032cbd76fc27c3c75759c16e291fc8da	822c35733fa5d644e387ea0a4356e4a2	6ad6b94d55cce6ccf2e7cf64196a89e2	As my hon  Friend suggested, it can only lead to fraught and unhelpful situations.	Understandably, they are often too frightened to come forward for fear of reprisals.	FALSE	-1	3	3	4	4	text two more representative of <STYLE>
Negative Emotion	03bbdb26204132c1536139fcea61a758	c2e3dfbc0ca0dbefa21c7862c8f84a83	8858d64fef564a156188c9433ebbcd7e	I remain profoundly disturbed by this part of the Bill and I fear that injustice may result from  it.	When we come down here, our families are fearful for our safety; when we are here, we fear for our families' safety.	FALSE	1	4	4	2	2	text one more representative of <STYLE>
Negative Emotion	058141966e4512c93dbcf97efad2abcf	0736b06da810075ed0842b6a0b981e6e	c3cbea3674969266f89642091f901ee9	It can put undue pressure on people who sell pensions, and that can have unfortunate consequences.	Partners often have strong feelings of anger, or helplessness, or betrayal, or shame.	FALSE	-1	2	2	5	5	text two more representative of <STYLE>
Negative Emotion	1157c9ed339afa2e92ed2240abb5d985	cc0e0e6e227fa7ff65d6b46117d97f26	e78a98984fbc0ea9644e97049ff55145	There have been scenes of complete carnage on the streets and the strike has been a grotesque inconvenience.	My constituents live on the front line of the war against crime, and my constituents and I do not need lectures from Conservative Members about how frightening and demoralising it is to live in an area of high crime rates.	FALSE	-1	4	4	5	5	text two more representative of <STYLE>
Negative Emotion	13cf43a6213842a0d9f4f11535fd402f	377b87f5566c3cea036a0c71cd62e637	8590b5275fb87d51de954330895e711e	Of course, understandably, they feel deeply about the injustice that they believe they have experienced.	Agreed administrative machinery could remove the frustrations and distress caused by the delaying tactics used in this case.	TRUE	1	NA	NA	4	4	text one more representative of <STYLE>
Negative Emotion	1471f524ee081c9ad937d280ab9eff7f	69f3853742f6c0b42a831b736c5a35c1	f3a03677d3869ba6dd6680eac7e284bf	I am suspicious about the delay that will be caused by throwing the existing planning system into the air and having to build a new one at considerable expense.	But I found it deeply offensive and I believe that many of our fellow citizens found that statement deeply offensive.	FALSE	-1	3	3	4	4	text two more representative of <STYLE>
Negative Emotion	15cc9501a639e00c5374bb3fe034d8ed	0e8a95bdccfdbc97a70bda491be21770	a87365e33a92e0bdef5f00e6b64be3b5	We are also concerned about the fact that the future uprating of the basic state pension, which is supposed to be done on the basis of earnings, will be done on the basis of an earnings index that the Government are determined not to include in the Pensions Bill, so that this Government or a future Government could pick and choose the earnings index that they want to use from time to time.	A Surrey cattle farmer had his herd disturbed on a number of occasions, causing severe distress to many of the cattle.	FALSE	-1	1	1	4	4	text two more representative of <STYLE>
Negative Emotion	16411e993f37bc7a9ea7df07e9890902	e11f6693a3e9bbb509417f1f0817b9a7	353c45befd8f03a64893242d60d7d76c	Tragically, that incident occurred in Dunblane, but it could have happened anywhere.	Often, the victims' families leave court feeling that they have not had their genuine concerns assuaged.	TRUE	1	3	3	NA	NA	text one more representative of <STYLE>
Negative Emotion	165f4be4befdfd9d3edcaa30c0aa8ba1	3a712460a10d4c11137bcc4c8b3eb6f1	dc3fa279a30b7506a20319c86ea37444	Difficult and painful decisions have already been made that were forced on IGER's management by DEFRA's funding decisions.	Who can blame desperate parents for wanting to escape the horror that their families are experiencing?	FALSE	-1	2	2	5	5	text two more representative of <STYLE>
Negative Emotion	1837887eb9c9e6b88f52ef39db013044	3a712460a10d4c11137bcc4c8b3eb6f1	9748baef755b7c9f8a180d3073030741	Difficult and painful decisions have already been made that were forced on IGER's management by DEFRA's funding decisions.	That could lead to some extremely expensive and difficult situations that would otherwise have been avoidable.	FALSE	0	3	3	3	3	both similarly representative of <STYLE>
Negative Emotion	1cbb23a59fdd30e2c2114c98c743d382	3f92637eeb04b4d81c7e11cd8edcedeb	ab591ee749c6e6f8ce1a49f092e1e753	It is a sad truth faced by 12,000-plus families who every year face their own personal tragedies of this nature - it is a reality.	Councils tend to accumulate over the years various types of memorabilia - paintings of former civic dignitaries and so on - which are terribly important and part of the pride of the community.	FALSE	1	5	5	1	1	text one more representative of <STYLE>
Negative Emotion	1ceed2f2b50433132bfeae0c26a27927	efcdc43a5f192c4f9d209754bca7098a	aebf3af6afa789b9ca46fb13b7fbf5a4	Sadly, that attack was not the only incident of xenophobia across the country, but every right-thinking person, on both sides of the House and the referendum debate will see them for what they are: ignorant and unwelcome displays of hatred, which have no part to play in the future of this country.	Victims will inevitably suffer financial loss, and very often depression or even relationship breakdowns.	FALSE	-1	3	3	5	5	text two more representative of <STYLE>
Negative Emotion	1dc6dbab57890a8a4e5c0dd87decff1d	01bf2b60a09e4ac650c445c1ad61ace3	3631eeab1d472273e7e76df1a54dbf4c	Does he not think that this Bill misses an opportunity to lift the cover on the whole miserable period since 2001 when we have had extraordinary rendition and Guantanamo Bay?	The House can imagine the appalling problems that they have faced as a result.	FALSE	-1	1	1	4	4	text two more representative of <STYLE>
Negative Emotion	20ae91b10919901b095d097aae2226b1	add8cd7bc54fee0f2bdebc77bc09bb86	a383dae0d2acece7374e440d9a3f3715	According to lateral thinking, however, that means that four out of five accidents are not caused by drinking.	I should have looked for help, because grief makes us all angry, irrational, upset and difficult.	FALSE	-1	1	1	4	4	text two more representative of <STYLE>
Negative Emotion	20e52785ca27996253644b8a80572e7c	4d5069673a426b62ccd747954f1fe745	18669dd53be587489b5047d0aaed38cd	Too many families and communities have suffered the appalling consequences arising from the use of samurai swords.	Lying behind that delay is the fact that Ofgem has listened to the anxiety expressed by the work force, the company and local people, who are worried that the inability to use the interconnector will cause the site to close and the loss of 450 jobs.	FALSE	1	3	3	1	1	text one more representative of <STYLE>
Negative Emotion	22f047687fa10bad36d3809c461e3e59	a50645c435574a81b5bd8a7f70b78ab6	dfe77cc424113c2b566742403c4dc6f5	If we do that, I think we really can achieve lasting and successful reform.	Sadly, perhaps because it was not a ""shock horror"" report, it did not receive an awful lot of publicity.	FALSE	-1	1	1	5	5	text two more representative of <STYLE>
Negative Emotion	23dcfee7e523a25f71c060dc6b388e63	9a55540ff2f27ecad3f7b3cd45047d11	4fe299fe355bed5225ceacd89e4f7d63	If they want to know about the millions of people who are wondering whether this facade of a democracy is ever going to deliver, they should not only speak to but listen to some of the 62% in Scotland who voted to remain with the deal we already have, or indeed to some of the 71% in Northern Ireland who voted for a peace process that, right now, is not guaranteed under Brexit and which, even if the Prime Minister's deal is accepted, still will not have a guaranteed long-term future.	That quintupling of imports - based largely on the fact that our export prices and terms of trade are 36 per cent. worse than they were in the early 1970s - was essentially due to the price mechanism, because imports were cheaper, and it has been the cause of the destruction of jobs in our economy.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Negative Emotion	26784f002b4a5b7a8ce02250011a9291	f9d81ed0b7354c287c5773cc37037351	ab4b1addc3cd6d91a4bfe817e8c13bbb	They are often severely disabled people who already have to suffer significant physical pain and distress daily.	I know of the distress and anguish caused, especially for elderly people, by waiting for cataract operations.	FALSE	0	4	4	4	4	both similarly representative of <STYLE>
Negative Emotion	28fe298298afb435a12adf0e82e582e5	4a99ccc6ea888f0944445d7a8bdc1910	2b2f983d412a024e7fb42f3e110be141	Victims are embarrassed when they find out that they have lost all the money.	No hon  Member can really understand the pain and distress that David Cunliffe's family felt on learning of David's death eight months after it occurred and of his burial in an unmarked grave.	FALSE	-1	2	2	4	4	text two more representative of <STYLE>
Negative Emotion	2a947891019ae9f7cc6abf495d80d734	3549bef3b72d2c667a198e07db7bf30a	5d31c470da46630d3722bc191eb45964	In those parts, the people have often felt that politics and government have left them behind.	They feel that schools will face cost pressures much higher than 3.4 per cent.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Negative Emotion	2b865ed9e21b0da4a182b8ce478d6f9f	a16610afa12bd34b5624c0b9e6293cdd	40048b5ccc9e42dc1d132d0b681e6cd7	Juries could be found and we would not have to cause inconvenience to people who would find a long trial difficult.	Does he agree that, in a rural area such as North Devon where small businesses, often based in people's homes, form the backbone of the economy, it is vital that we deliver a good 4G and broadband service for entrepreneurs?	FALSE	1	3	3	1	1	text one more representative of <STYLE>
Negative Emotion	2c170a334094eee509bcd65ca79076f2	0995ecc0f61bad1b2b3e3b9ea2368c14	94b50ccb46d32d6b2ce3efc7055cf57c	The symptoms often result in problems with mobility, vision, speech and fatigue, and can cause severe pain.	That causes parents grave concern, at a time when anxiety is already high.	FALSE	0	5	5	5	5	both similarly representative of <STYLE>
Negative Emotion	2c939a7722ef94770edc66470c12947d	82d10d8d6b73018e7f9a334248a8e778	f4ef4db40cc0d072ad728c5bdc9320ef	Will he stress that the enormously valued long-term benefits must not be jeopardised for short-term political motives?	If the hon  Gentleman seriously believes that a strategic health authority would do wonders for the patients of that home, I am afraid he is under a delusion.	FALSE	-1	1	1	2	2	text two more representative of <STYLE>
Negative Emotion	2f9f04ad45580f2653a47aa453cf02c5	71647c8582bebb7f98617fdd72087a75	aaa8ef5020326e5e91d928a798856d83	I have heard of many instances where anxious and desperate patients or their relatives have been fobbed off by receptionists.	The situation is causing extreme distress and inconvenience to many people, especially to children.	FALSE	-1	3	3	5	5	text two more representative of <STYLE>
